"","ARHGAP5","BCOR","BMPR2","CACNA1D","CASP8","CIC","CIITA","CTNNB1","ERBB4","FAT4","FBN2","FGFR1","JAK1","MTOR","MYH11","NBEA","PIK3CA","PTPRB","PTPRK","RPL22","STAT6","TCF7L2"
"TCGA-Q3-A5QY-01A-12D-A32N-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,0
"TCGA-IB-A6UF-01A-23D-A33T-08",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0
"TCGA-3A-A9IX-01A-11D-A40W-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0
"TCGA-IB-AAUW-01A-12D-A38G-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0
"TCGA-2J-AABR-01A-11D-A40W-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0
"TCGA-3E-AAAZ-01A-11D-A38G-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0
"TCGA-XD-AAUH-01A-42D-A40W-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,0
"TCGA-3A-A9IL-01A-11D-A38G-08",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0
"TCGA-FB-AAQ3-01A-11D-A40W-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0
"TCGA-IB-AAUV-01A-11D-A38G-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0
"TCGA-3A-A9I7-01A-21D-A38G-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0
"TCGA-F2-A44G-01A-11D-A26I-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0
"TCGA-FZ-5924-01A-13D-1609-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0
"TCGA-HZ-A49I-01A-12D-A26I-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0
"TCGA-BR-8080-01A-11D-2340-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-CG-5721-01A-11D-1600-08",1,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0
"TCGA-D7-A74A-01A-11D-A32N-08",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-IN-A6RR-01A-12D-A32N-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-VQ-A8P2-01A-11D-A364-08",1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
"TCGA-BR-6452-01A-12D-1800-08",1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1
"TCGA-BR-8289-01A-11D-2340-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-BR-8368-01A-11D-2340-08",1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
"TCGA-CD-5800-01A-11D-1600-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"TCGA-CD-A4MJ-01A-11D-A25D-08",0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
"TCGA-CG-4301-01A-01D-1158-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"TCGA-F1-6177-01A-11D-1800-08",0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0
"TCGA-VQ-A91U-01A-11D-A410-08",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"TCGA-VQ-AA6B-01A-11D-A410-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"TCGA-BR-4257-01A-01D-1126-08",0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
"TCGA-BR-4361-01A-01D-1158-08",0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0
"TCGA-BR-7703-01A-11D-2053-08",0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
"TCGA-BR-7851-01A-11D-2201-08",1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0
"TCGA-BR-8680-01A-11D-2394-08",0,0,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,1
"TCGA-BR-A4CQ-01A-12D-A25D-08",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-CD-8536-01A-11D-2340-08",0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0
"TCGA-CG-4306-01A-01D-1158-08",0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"TCGA-CG-4437-01A-01D-1800-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"TCGA-CG-4474-01A-02D-1158-08",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"TCGA-CG-4476-01A-01D-1158-08",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-CG-5734-01A-11D-1600-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-D7-5579-01A-01D-1600-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-D7-6525-01A-11D-1800-08",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"TCGA-D7-8570-01A-11D-2340-08",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"TCGA-HF-7132-01A-11D-2053-08",0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0
"TCGA-HF-A5NB-01A-11D-A31L-08",0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
"TCGA-HU-8604-01A-11D-2394-08",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-HU-A4G9-01A-11D-A24D-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-HU-A4GQ-01A-11D-A25D-08",1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0
"TCGA-HU-A4GT-01A-21D-A25D-08",0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1
"TCGA-HU-A4H8-01A-11D-A25D-08",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0
"TCGA-IN-8462-01A-11D-2340-08",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-MX-A5UJ-01A-11D-A31L-08",0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,1,0,0,0
"TCGA-VQ-A8DV-01A-12D-A364-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-B7-5816-01A-21D-1600-08",0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0
"TCGA-BR-4184-01A-01D-1126-08",0,1,0,1,0,0,1,0,0,1,1,1,1,1,0,0,0,1,0,0,1,0
"TCGA-BR-4191-01A-02D-1126-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-BR-4201-01A-01D-1126-08",0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0
"TCGA-BR-4292-01A-01D-1126-08",0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0
"TCGA-BR-6457-01A-21D-1800-08",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-BR-8059-01A-11D-2340-08",1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"TCGA-BR-8297-01A-12D-2340-08",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"TCGA-BR-8372-01A-11D-2340-08",0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"TCGA-BR-8487-01A-11D-2394-08",1,1,0,1,1,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,1
"TCGA-BR-A4J5-01A-21D-A25D-08",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-CD-A4MG-01A-11D-A25D-08",1,0,1,1,1,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0
"TCGA-CD-A4MI-01A-21D-A25D-08",0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
"TCGA-CG-4305-01A-01D-1158-08",1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1
"TCGA-CG-5718-01A-11D-1600-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-D7-6528-01A-11D-1800-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"TCGA-D7-8575-01A-11D-2340-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-F1-6874-01A-11D-1882-08",0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
"TCGA-FP-8099-01A-11D-2340-08",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-HJ-7597-01A-21D-2201-08",1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"TCGA-HU-A4GN-01A-11D-A25D-08",1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"TCGA-R5-A7ZI-01A-11D-A34U-08",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"TCGA-RD-A7BT-01A-11D-A33T-08",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"TCGA-BR-6458-01A-11D-1800-08",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-BR-6706-01A-11D-1882-08",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
"TCGA-BR-8077-01A-11D-2340-08",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-BR-8081-01A-11D-2340-08",1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
"TCGA-CG-4444-01A-01D-1158-08",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"TCGA-CG-4449-01A-01D-1158-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-CG-5726-01A-11D-1600-08",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"TCGA-D7-8579-01A-11D-2340-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-D7-A6EY-01A-21D-A31L-08",0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
"TCGA-F1-6875-01A-11D-2053-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-FP-A4BE-01A-12D-A24D-08",0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0
"TCGA-HU-A4GU-01A-11D-A25D-08",0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0
"TCGA-HU-A4HD-01A-11D-A25D-08",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"TCGA-BR-8078-01A-11D-2340-08",0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"TCGA-BR-A4QL-01A-31D-A25D-08",0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1
"TCGA-BR-8382-01A-11D-2394-08",0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"TCGA-CG-4460-01A-01D-1158-08",0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
"TCGA-BR-8360-01A-11D-2340-08",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
"TCGA-BR-8589-01A-11D-2394-08",1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"TCGA-CG-4438-01A-01D-1158-08",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-EQ-8122-01A-11D-2340-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"TCGA-HU-A4H3-01A-21D-A25D-08",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"TCGA-D7-A4YV-01A-11D-A25D-08",0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0
"TCGA-D7-A4YT-01A-11D-A25D-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-IN-A6RL-01A-11D-A32N-08",0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
"TCGA-BR-4256-01A-01D-1126-08",1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"TCGA-BR-8679-01A-11D-2394-08",1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-CG-5723-01A-11D-1600-08",0,0,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1
"TCGA-BR-8690-01A-11D-2394-08",0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
"TCGA-BR-4362-01A-01D-1158-08",0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1,1,0
"TCGA-BR-6852-01A-11D-1882-08",0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0
"TCGA-BR-7901-01A-11D-2201-08",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-BR-8363-01A-11D-2340-08",0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
"TCGA-CG-4442-01A-01D-1158-08",1,1,0,1,0,1,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0
"TCGA-HU-A4GF-01A-11D-A24D-08",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-VQ-AA64-01A-11D-A410-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-BR-6566-01A-11D-1800-08",0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0
"TCGA-BR-7707-01A-11D-2053-08",0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0
"TCGA-CD-8527-01A-11D-2340-08",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-F1-A72C-01A-21D-A33T-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-BR-7717-01A-11D-2053-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-BR-8361-01A-11D-2340-08",0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0
"TCGA-BR-A4IY-01A-11D-A25D-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-CG-4441-01A-01D-1800-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-HU-A4GX-01A-12D-A25D-08",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0
"TCGA-RD-A8MW-01A-11D-A364-08",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-BR-8485-01A-11D-2394-08",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-CD-A48A-01A-12D-A24D-08",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"TCGA-CG-5725-01A-11D-1600-08",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-HF-7133-01A-11D-2053-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-HU-A4G8-01A-11D-A25D-08",1,0,1,0,1,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1
"TCGA-HU-A4G3-01A-11D-A24D-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-HU-A4H6-01A-11D-A25D-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"TCGA-RD-A7C1-01A-11D-A32N-08",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-MX-A666-01A-11D-A31L-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-BR-8381-01A-11D-2394-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"TCGA-FP-8631-01A-11D-2394-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-IN-8663-01A-11D-2394-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"TCGA-BR-8373-01A-11D-2340-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-CD-5798-01A-11D-1600-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-B7-A5TI-01A-11D-A31L-08",0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
"TCGA-BR-4368-01A-01D-1158-08",0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-BR-4370-01A-01D-1158-08",0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0
"TCGA-BR-8591-01A-11D-2394-08",0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0
"TCGA-CD-8532-01A-11D-2340-08",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-CD-8535-01A-11D-2340-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-EQ-A4SO-01A-11D-A25D-08",0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"TCGA-HU-A4H4-01A-21D-A25D-08",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"TCGA-VQ-A92D-01A-11D-A410-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-VQ-AA6K-01A-11D-A410-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"TCGA-BR-7196-01A-11D-2053-08",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"TCGA-CD-5801-01A-11D-1600-08",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
"TCGA-CD-A486-01A-11D-A24D-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-HU-8243-01A-11D-2340-08",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-HU-8602-01A-11D-2394-08",0,0,0,1,0,1,0,1,0,1,1,1,1,0,0,1,1,1,1,0,0,0
"TCGA-VQ-AA6G-01A-11D-A410-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-B7-A5TJ-01A-11D-A31L-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-BR-4255-01A-01D-1126-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-BR-8286-01A-12D-2340-08",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-BR-8483-01A-31D-2394-08",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-CD-5813-01A-11D-1600-08",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-CD-8529-01A-11D-2340-08",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TCGA-CD-A4MH-01A-11D-A25D-08",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-CG-4436-01A-01D-1158-08",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
"TCGA-CG-5728-01A-11D-1600-08",0,0,1,0,0,1,1,0,0,1,1,0,1,1,0,0,1,0,1,1,0,0
"TCGA-D7-5578-01A-01D-1600-08",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0
"TCGA-D7-6822-01A-11D-1882-08",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"TCGA-D7-A6EZ-01A-11D-A31L-08",1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"TCGA-F1-A448-01A-11D-A24D-08",0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"TCGA-HU-A4GC-01A-12D-A25D-08",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"TCGA-R5-A7O7-01A-11D-A33T-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-R5-A7ZE-01B-11D-A34U-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-R5-A7ZF-01A-11D-A34U-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-SW-A7EB-01A-11D-A34U-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"TCGA-VQ-A8P3-01A-11D-A364-08",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
"TCGA-BR-6565-01A-11D-1800-08",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-BR-7197-01A-11D-2201-08",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-BR-8284-01A-11D-2340-08",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"TCGA-CG-4477-01A-01D-1158-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-D7-6527-01A-11D-1800-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-D7-8573-01A-11D-2340-08",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-FP-A4BF-01A-12D-A24D-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"TCGA-HU-8610-01A-22D-2394-08",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-IN-A6RN-01A-12D-A33T-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-RD-A8N1-01A-12D-A364-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-VQ-A8DU-01A-11D-A364-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-VQ-A91Q-01A-12D-A410-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-VQ-AA68-01A-11D-A410-08",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-D7-6526-01A-11D-1800-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-HU-A4H5-01A-21D-A25D-08",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-R5-A804-01A-11D-A364-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-BR-4357-01A-01D-1158-08",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"TCGA-CG-5727-01A-11D-1600-08",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-D7-5577-01A-01D-1600-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"TCGA-IN-AB1V-01A-21D-A410-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"TCGA-VQ-AA6F-01A-31D-A410-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-BR-4363-01A-01D-1158-08",0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"TCGA-BR-6802-01A-11D-1882-08",0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"TCGA-BR-8686-01A-11D-2394-08",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"TCGA-FP-7735-01A-11D-2053-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"TCGA-HF-7134-01A-11D-2053-08",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"TCGA-HU-A4GH-01A-11D-A24D-08",0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"TCGA-BR-6453-01A-11D-1800-08",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
"TCGA-BR-A4PE-01A-31D-A25D-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-CG-5730-01A-11D-1600-08",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-BR-7704-01A-11D-2053-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-CG-4465-01A-01D-1158-08",1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
