"","ARHGAP5","BCOR","BMPR2","CACNA1D","CASP8","CIC","CIITA","CTNNB1","ERBB4","FAT4","FBN2","FGFR1","JAK1","MTOR","MYH11","NBEA","PIK3CA","PTPRB","PTPRK","RPL22","STAT6","TCF7L2"
"TCGA-BC-A10U-01A-11D-A12Z-10",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-DD-AACM-01A-11D-A40R-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"TCGA-DD-AADO-01A-11D-A40R-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-2Y-A9GT-01A-11D-A382-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-CC-A3M9-01A-11D-A20W-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-DD-AAED-01A-12D-A40R-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-BC-A217-01A-11D-A152-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-CC-A8HT-01A-11D-A35Z-10",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"TCGA-2Y-A9HB-01A-11D-A38X-10",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-2Y-A9H3-01A-11D-A382-10",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"TCGA-DD-A3A6-01A-11D-A22F-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-G3-A7M7-01A-12D-A34Z-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-WX-AA46-01A-11D-A38X-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-CC-5261-01A-01D-A12Z-10",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"TCGA-BC-A110-01A-11D-A12Z-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-DD-AADY-01A-11D-A40R-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-5C-A9VG-01A-11D-A36X-10",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-DD-A4NO-01A-11D-A28X-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-DD-AACN-01A-11D-A40R-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-CC-5258-01A-01D-A12Z-10",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-DD-A4NS-01A-11D-A30V-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-DD-AAVU-01A-11D-A40R-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-RC-A7S9-01A-11D-A33Q-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-DD-AACD-01A-11D-A40R-10",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"TCGA-BC-A216-01A-11D-A152-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-CC-A5UE-01A-11D-A28X-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-DD-AACQ-01A-11D-A40R-10",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"TCGA-G3-AAV3-01A-11D-A36X-10",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-RC-A7SB-01A-21D-A34Z-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-ED-A66X-01A-11D-A30V-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-CC-A3MA-01A-11D-A20W-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-DD-A73B-01A-12D-A32G-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-DD-AADI-01A-11D-A40R-10",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"TCGA-G3-A7M5-01A-11D-A33Q-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-KR-A7K8-01A-11D-A33K-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-ZS-A9CD-01A-11D-A36X-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-2Y-A9H6-01A-11D-A38X-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-5R-AAAM-01A-12D-A40R-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-DD-AAE8-01A-11D-A40R-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-ZP-A9D0-01A-11D-A36X-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-DD-A4ND-01A-11D-A25V-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-CC-5259-01A-31D-A20W-10",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
"TCGA-FV-A2QQ-01A-11D-A22F-10",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-DD-AADE-01A-11D-A40R-10",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-GJ-A3OU-01A-31D-A382-10",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-ED-A5KG-01A-11D-A27I-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-CC-A3MC-01A-11D-A22F-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TCGA-DD-AACY-01A-11D-A40R-10",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"TCGA-G3-A5SL-01A-11D-A27I-10",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-UB-AA0U-01A-11D-A382-10",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-DD-AA3A-01A-11D-A36X-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-DD-A73A-01A-12D-A32G-10",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-MI-A75I-01A-11D-A32G-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-UB-A7MC-01A-11D-A33Q-10",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-DD-AACG-01A-11D-A40R-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"TCGA-G3-A5SK-01A-11D-A27I-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-XR-A8TD-01A-12D-A38X-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-PD-A5DF-01A-11D-A27I-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-MI-A75C-01A-11D-A32G-10",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"TCGA-BC-A10Y-01A-11D-A12Z-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-CC-A7IG-01A-11D-A33K-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-DD-A1EK-01A-11D-A20W-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-DD-AAW0-01A-11D-A40R-10",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"TCGA-ZP-A9D1-01A-11D-A382-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"TCGA-HP-A5MZ-01A-21D-A27I-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-LG-A9QD-01A-11D-A382-10",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"TCGA-DD-A116-01A-11D-A12Z-10",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-DD-AADU-01A-11D-A40R-10",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-ZP-A9D4-01A-11D-A36X-10",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-ZS-A9CE-01A-11D-A36X-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"TCGA-EP-A3JL-01A-11D-A20W-10",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-2Y-A9H5-01A-11D-A382-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-HP-A5N0-01A-11D-A28X-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"TCGA-ZP-A9CY-01A-11D-A382-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-DD-AAD3-01A-11D-A40R-10",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
"TCGA-XR-A8TC-01A-11D-A35Z-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-2Y-A9HA-01A-11D-A38X-10",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-DD-A4NJ-01A-11D-A27I-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-CC-A123-01A-11D-A12Z-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-DD-A3A7-01A-11D-A22F-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-DD-AAD2-01A-11D-A40R-10",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"TCGA-DD-A4NG-01A-11D-A27I-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-DD-AADQ-01A-11D-A40R-10",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"TCGA-YA-A8S7-01A-11D-A36X-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-CC-A9FU-01A-11D-A36X-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-CC-A7IF-01A-11D-A33K-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-DD-A3A2-01A-11D-A20W-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-DD-A73C-01A-12D-A33K-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-DD-A4NN-01A-11D-A28X-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-DD-A4NV-01A-11D-A30V-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TCGA-QA-A7B7-01A-11D-A32G-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-RC-A6M3-01A-11D-A32G-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-BD-A3ER-01A-11D-A20W-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-DD-AACK-01A-11D-A40R-10",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-DD-AACZ-01A-11D-A40R-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-2Y-A9H4-01A-11D-A382-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"TCGA-5R-AA1D-01A-11D-A382-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-DD-AADD-01A-11D-A40R-10",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-UB-A7MF-01A-11D-A33K-10",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"TCGA-K7-A6G5-01A-11D-A30V-10",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-ED-A7XP-01A-11D-A34Z-10",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"TCGA-RG-A7D4-01A-12D-A33Q-10",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"TCGA-LG-A9QC-01A-11D-A36X-10",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-DD-A1E9-01A-21D-A152-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-DD-A4NB-01A-12D-A25V-10",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-MI-A75H-01A-11D-A32G-10",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-2V-A95S-01A-11D-A36X-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-DD-AAEE-01A-11D-A40R-10",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-G3-A3CI-01A-11D-A20W-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-BC-A8YO-01A-11D-A36X-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-FV-A3R2-01A-11D-A22F-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-DD-AACH-01A-11D-A40R-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"TCGA-RC-A6M5-01A-11D-A32G-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"TCGA-ED-A82E-01A-11D-A34Z-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-DD-A4NH-01A-11D-A27I-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-KR-A7K7-01A-11D-A33K-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-FV-A495-01A-11D-A25V-10",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"TCGA-G3-A25S-01A-11D-A16V-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"TCGA-ED-A97K-01A-21D-A382-10",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-DD-A1EA-01A-11D-A12Z-10",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-2Y-A9H2-01A-12D-A382-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"TCGA-BW-A5NQ-01A-11D-A27I-10",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"TCGA-G3-A25T-01A-11D-A16V-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-DD-AADW-01A-11D-A38X-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-G3-AAV7-01A-11D-A382-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-DD-AAVV-01A-11D-A40R-10",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"TCGA-BC-A5W4-01A-11D-A28X-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-DD-AADK-01A-11D-A40R-10",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"TCGA-DD-AADN-01A-11D-A40R-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-DD-A73E-01A-12D-A32G-10",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"TCGA-UB-AA0V-01A-11D-A382-10",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-DD-AAEI-01A-11D-A40R-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-MR-A520-01A-11D-A25V-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-DD-AAVS-01A-11D-A40R-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-G3-A25U-01A-11D-A16V-10",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
"TCGA-G3-A25Y-01A-11D-A16V-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-G3-A7M8-01A-11D-A33Q-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"TCGA-XR-A8TE-01A-11D-A35Z-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-FV-A4ZQ-01A-11D-A25V-10",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-ED-A7PX-01A-51D-A34Z-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-FV-A3R3-01A-11D-A22F-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-5C-AAPD-01A-21D-A38X-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-ZP-A9D2-01A-11D-A382-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-DD-A11B-01A-11D-A12Z-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-WQ-AB4B-01A-11D-A40P-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-DD-A114-01A-11D-A12Z-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-G3-A25W-01A-11D-A16V-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-DD-AAVR-01A-11D-A40R-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-2Y-A9H7-01A-11D-A38X-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-DD-AAVW-01A-11D-A40R-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-EP-A3RK-01A-11D-A22F-10",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-DD-AADC-01A-11D-A40R-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-BC-A69H-01A-11D-A30V-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-ED-A8O6-01A-11D-A35Z-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-DD-A73D-01A-12D-A32G-10",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-FV-A3I1-01A-11D-A22F-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-FV-A4ZP-01A-12D-A25V-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-WX-AA47-01A-11D-A38X-10",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-G3-A3CH-01A-11D-A22F-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-G3-A5SI-01A-31D-A27I-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-ED-A7PY-01A-11D-A33Q-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-DD-A4NP-01A-11D-A28X-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-EP-A12J-01A-11D-A12Z-10",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"TCGA-DD-AAVQ-01A-11D-A40R-10",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-DD-A3A5-01A-11D-A22F-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-DD-AAVP-01A-11D-A40R-10",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"TCGA-5C-A9VH-01A-11D-A36X-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-DD-A1EH-01A-11D-A12Z-10",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"TCGA-MR-A8JO-01A-12D-A35Z-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-DD-A3A4-01A-11D-A22F-10",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-DD-A3A3-01A-11D-A22F-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-DD-A1EC-01A-21D-A12Z-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-CC-A9FV-01A-11D-A36X-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-G3-A25V-01A-11D-A16V-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-ED-A627-01A-12D-A30V-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-BC-A10X-01A-11D-A12Z-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-LN-A49M-01A-21D-A27G-09",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,NA,0,0
"TCGA-L5-A43E-01A-11D-A247-09",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,NA,0,0
"TCGA-VR-A8ET-01A-11D-A403-09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0
"TCGA-IC-A6RF-01A-13D-A33E-09",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0
"TCGA-L5-A8NR-01A-11D-A37C-09",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,NA,0,0
"TCGA-JY-A93D-01A-11D-A387-09",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,0,0
"TCGA-L5-A43J-01A-12D-A247-09",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,NA,0,0
"TCGA-L5-A4OW-01A-11D-A28B-09",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,NA,0,0
"TCGA-L5-A8NW-01A-11D-A37C-09",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,NA,0,0
"TCGA-LN-A4A9-01A-11D-A28B-09",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0
"TCGA-2H-A9GL-01A-12D-A37C-09",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,NA,0,0
"TCGA-L5-A4OU-01A-11D-A28B-09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0
"TCGA-JY-A93E-01A-11D-A37C-09",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,0,0
"TCGA-V5-AASX-01A-11D-A387-09",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0
"TCGA-VR-A8EQ-01A-11D-A36J-09",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0
"TCGA-Z6-AAPN-01A-11D-A403-09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,NA,0,0
"TCGA-IG-A5B8-01A-11D-A28B-09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0
"TCGA-JY-A6FB-01A-11D-A33E-09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0
"TCGA-KH-A6WC-01A-11D-A33E-09",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0
"TCGA-JY-A6FH-01A-11D-A33E-09",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,0,0
"TCGA-L5-A4OI-01A-11D-A27G-09",0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,NA,0,1
"TCGA-L5-A88S-01A-11D-A36J-09",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,0
